title,year,director,duration,cast,genre,imdb_rating
Let the Right One In,2008,Tomas Alfredson,115,"Kåre Hedebrant, Lina Leandersson, Per Ragnar",Absurd Comedy  •  Comedy  •  Farce,7.8
In Bruges,2008,Martin McDonagh,107,"Ralph Fiennes, Clémence Poésy, Jérémie Renier",Comedy  •  Fantasy  •  Horror Comedy,7.9
The Wrestler,2008,Darren Aronofsky,111,"Mark Margolis, Todd Barry, Mickey Rourke",Comedy  •  Fantasy Comedy  •  Fantasy,7.9
Slumdog Millionaire,2008,"Danny Boyle, Loveleen Tandan",120,"Dev Patel, Freida Pinto, Madhur Mittal",Comedy Drama  •  Comedy  •  Domestic Comedy,8
"Synecdoche, New York",2008,Charlie Kaufman,124,"Michelle Williams, Catherine Keener, Philip Seymour Hoffman",Chase Movie  •  Female-Directed Film  •  Horror,7.5
Gran Torino,2008,Clint Eastwood,116,"Clint Eastwood, Ahney Her, Brian Haley",Psychological Thriller  •  Superhero Film  •  Thriller,8.1
The Hurt Locker,2008,Kathryn Bigelow,127,"Jeremy Renner, Brian Geraghty, Guy Pearce",Based-on-a-True-Story  •  Biopic  •  Courtroom Drama,7.5
Tropic Thunder,2008,Ben Stiller,106,"Ben Stiller, Robert Downey Jr., Jack Black",Adventure Comedy  •  Adventure  •  Animal Picture,7.1
Ip Man,2008,Wilson Yip,106,"Donnie Yen, Simon Yam, Siu-Wong Fan",Mindbender  •  Psychological Sci-Fi  •  Science Fiction,8
Taken,2008,Pierre Morel,93,"Liam Neeson, Maggie Grace, Holly Valance",Based-on-a-True-Story  •  Biopic  •  Black Comedy,7.7
Dear Zachary,2008,Kurt Kuenne,95,"Kurt Kuenne, Andrew Bagby, David Bagby",Folk Horror  •  Horror,8.5
Forgetting Sarah Marshall,2008,Nicholas Stoller,111,"Jason Segel, Kristen Bell, Mila Kunis",Comedy Drama  •  Drama  •  Medical Drama,7.1
Hunger,2008,Steve McQueen,96,"Michael Fassbender, Stuart Graham, Liam Cunningham",Based-on-a-True-Story  •  Crime Drama  •  Crime,7.5
Milk,2008,Gus Van Sant,128,"Sean Penn, Emile Hirsch, Josh Brolin",Action Thriller  •  Action  •  Based-on-20th-Century-Literature,7.5
Doubt,2008,John Patrick Shanley,104,"Meryl Streep, Philip Seymour Hoffman, Amy Adams",Crime Drama  •  Crime Thriller  •  Crime,7.5
Pineapple Express,2008,David Gordon Green,111,"Seth Rogen, James Franco, Danny McBride",Anti-War Film  •  Australian New Wave  •  Courtroom Drama,6.9
Ponyo,2008,Hayao Miyazaki,100,"Yuria Nara, Hiroki Doi, Jôji Tokoro",Based-on-a-True-Story  •  Based-on-Comics  •  Biopic,7.6
Frost/Nixon,2008,Ron Howard,122,"Frank Langella, Michael Sheen, Sam Rockwell",Adventure  •  Alien Invasion Films  •  Based-on-21st-Century-Literature,7.6
Man on Wire,2008,James Marsh,94,Philippe Petit,Avant-garde / Experimental  •  Black Comedy  •  Comedy Drama,7.7
"The Good, The Bad, The Weird",2008,Jee-woon Kim,139,"Byung-hun Lee, Kang-ho Song, Woo-sung Jung",Paranoid Thriller  •  Thriller,7.2
Bronson,2008,Nicolas Winding Refn,92,"Tom Hardy, Matt King, Kelly Adams",Action  •  Adventure  •  Fantasy Adventure,7
Waltz with Bashir,2008,Ari Folman,90,"Ron Ben-Yishai, Ronny Dayag, Ari Folman",Comedy  •  Comedy Drama  •  Comedy of Manners,8
The Brothers Bloom,2008,Rian Johnson,113,"Rachel Weisz, Adrien Brody, Mark Ruffalo",Horror  •  Sci-Fi Horror  •  Science Fiction,6.7
Dr. Horrible's Sing-Along Blog,2008,Joss Whedon,42,"Neil Patrick Harris, Lance Lanfear, Simon Helberg",Absurd Comedy  •  Comedy  •  Coming-of-Age,8.4
Kung Fu Panda,2008,John Stevenson,92,"Jack Black, Dustin Hoffman, James Hong",Combat Films  •  Drama  •  Foreign Language Film,7.6
The Curious Case of Benjamin Button,2008,David Fincher,166,"Cate Blanchett, Julia Ormond, Jason Flemyng",Based-on-19th-Century-Literature  •  Costume Horror  •  Drama,7.8
Martyrs,2008,Pascal Laugier,99,"Morjana Alaoui, Mylène Jampanoï, Catherine Bégin",Coming-of-Age  •  Drama  •  Teen Movie,7
The Chaser,2008,Hong-jin Na,125,"Yun-seok Kim, Jung-woo Ha, Yeong-hie Seo",Action  •  Action Comedy  •  Buddy Film,7.8
Burn After Reading,2008,Joel & Ethan Coen,96,"George Clooney, Frances McDormand, Brad Pitt",Caper  •  Crime Drama  •  Crime Thriller,7
Trick 'r Treat,2008,Michael Dougherty,82,"Anna Paquin, Dylan Baker, Leslie Bibb",Adventure  •  Alien Invasion Films  •  Based-on-Television,6.7
Vicky Cristina Barcelona,2008,Woody Allen,97,"Rebecca Hall, Scarlett Johansson, Javier Bardem",Adventure  •  War  •  War Adventure,7.1
Cloverfield,2008,Matt Reeves,85,"Lizzy Caplan, T.J. Miller, Mike Vogel",Anti-War Film  •  Drama  •  Foreign Language Film,7
Role Models,2008,David Wain,102,"Seann William Scott, Paul Rudd, Christopher Mintz-Plasse",Addiction Drama  •  Based-on-a-True-Story  •  Biopic,6.8
Step Brothers,2008,Adam McKay,98,"John C. Reilly, Mary Steenburgen, Will Ferrell",Animation  •  Anime  •  Coming-of-Age,6.9
Quantum of Solace,2008,Marc Forster,106,"Daniel Craig, Olga Kurylenko, Mathieu Amalric",Based-on-20th-Century-Literature  •  Horror  •  Religious Horror,6.5
Red Cliff,2008,John Woo,148,"Wei Zhao, Takeshi Kaneshiro, Tony Leung Chiu Wai",Based-on-21st-Century-Literature  •  Based-on-a-True-Story  •  Biopic,7.3
Rachel Getting Married,2008,Jonathan Demme,113,"Anne Hathaway, Sebastian Stan, Roslyn Ruff",Comedy  •  Farce  •  Feminist Film,6.7
Happy-Go-Lucky,2008,Mike Leigh,118,"Sally Hawkins, Eddie Marsan, Alexis Zegerman",Drama  •  Religious Drama  •  Road Movie,7
Revolutionary Road,2008,Sam Mendes,119,"Leonardo DiCaprio, Kate Winslet, Michael Shannon",Buddy Film  •  Comedy Drama  •  Coming-of-Age,7.3
Departures,2008,Yôjirô Takita,130,"Ryoko Hirosue, Tsutomu Yamazaki, Masahiro Motoki",Horror  •  Psychological Horror  •  Psychological Thriller,8
The Reader,2008,Stephen Daldry,124,"Ralph Fiennes, Jeanette Hain, Kate Winslet",Buddy Film  •  Comedy  •  Con Artist / Hustler,7.6
Hellboy II: The Golden Army,2008,Guillermo del Toro,120,"Ron Perlman, Selma Blair, Doug Jones",Comedy Drama  •  Drama,7
Love Exposure,2008,Sion Sono,237,"Atsuro Watabe, Takahiro Nishijima, Hikari Mitsushima",Adventure Drama  •  Adventure  •  Docudrama,8
Still Walking,2008,Hirokazu Koreeda,114,"Hiroshi Abe, Kirin Kiki, Yui Natsukawa",Comedy  •  Silent Film,7.9
Wendy and Lucy,2008,Kelly Reichardt,80,"Michelle Williams, Lucy, Wally Dalton",Black Comedy  •  Comedy Drama  •  Crime,7.1
Pontypool,2008,Bruce McDonald,93,"Stephen McHattie, Rick Roberts, Hrant Alianak",Adventure  •  Animation  •  Buddy Film,6.5
Zack and Miri Make a Porno,2008,Kevin Smith,101,"Seth Rogen, Elizabeth Banks, Craig Robinson",Crime Drama  •  Crime  •  Drama,6.5
Che: Part One,2008,Steven Soderbergh,134,"Benicio Del Toro, Franka Potente, Julia Ormond",Absurd Comedy  •  Comedy  •  Military Comedy,7.1
Changeling,2008,Clint Eastwood,141,"Angelina Jolie, John Malkovich, Jeffrey Donovan",Costume Horror  •  Horror  •  Monster Film,7.7
Rocknrolla,2008,Guy Ritchie,114,"Gerard Butler, Tom Wilkinson, Thandiwe Newton",Avant-garde / Experimental  •  Drama  •  Horror,7.2
The Incredible Hulk,2008,Louis Leterrier,112,"Liv Tyler, William Hurt, Tim Blake Nelson",Drama  •  Femme Fatale  •  Film Noir,6.6
Wanted,2008,Timur Bekmambetov,110,"Angelina Jolie, Terence Stamp, Thomas Kretschmann",Based-on-a-True-Story  •  Biopic  •  Drama,6.7
John Adams,2008,Tom Hooper,501,"Paul Giamatti, Laura Linney, David Morse",Based-on-a-True-Story  •  Biopic  •  Drama,8.4
Son of Rambow,2008,Garth Jennings,96,"Bill Milner, Will Poulter, Jules Sitruk",Based-on-20th-Century-Literature  •  Childhood Drama  •  Drama,7.2
Defiance,2008,Edward Zwick,137,"Daniel Craig, Liev Schreiber, Jamie Bell",Comedy  •  Comedy Thriller  •  Crime,7.1
Two Lovers,2008,James Gray,110,"Joaquin Phoenix, Gwyneth Paltrow, Vinessa Shaw",Comedy  •  Crime  •  Crime Comedy,7
The Bank Job,2008,Roger Donaldson,110,"Stephen Campbell Moore, Daniel Mays, Saffron Burrows",Based-on-Shakespeare  •  Based-on-Theatre  •  Drama,7.2
Body of Lies,2008,Ridley Scott,129,"Leonardo DiCaprio, Russell Crowe, Mark Strong",Adventure  •  Based-on-a-True-Story  •  Costume Adventure,7
"Definitely, Maybe",2008,Adam Brooks,112,"Ryan Reynolds, Abigail Breslin, Elizabeth Banks",Comedy  •  Family-Oriented Comedy  •  Family,7.1
Frozen River,2008,Courtney Hunt,97,"Melissa Leo, Misty Upham, Charlie McDermott",Based-on-a-True-Story  •  Biopic  •  Costume Romance,7.1
Eden Lake,2008,James Watkins,91,"Kelly Reilly, Michael Fassbender, Tara Ellis",Comedy  •  Musical  •  Musical Comedy,6.7
Valkyrie,2008,Bryan Singer,121,"Tom Cruise, Kenneth Branagh, Bill Nighy",Courtroom Drama  •  Drama  •  Mystery,7.1
The Class,2008,Laurent Cantet,128,"Francois Begaudeau, Agame Malembo-Emene, Angelica Sancio",Comedy Western  •  Comedy  •  Western,7.5
Redbelt,2008,David Mamet,99,"Tim Allen, Alice Braga, Rodrigo Santoro",Drama  •  Fantasy  •  Ghost Film,6.7
Nick and Norah's Infinite Playlist,2008,Peter Sollett,90,"Michael Cera, Kat Dennings, Alexis Dziena",Adventure Drama  •  Adventure  •  Costume Adventure,6.6
Rambo,2008,Sylvester Stallone,92,"Sylvester Stallone, Julie Benz, Graham McTavish",Action  •  Adventure  •  Adventure Drama,7
JCVD,2008,Mabrouk El Mechri,97,"Jean-Claude Van Damme, François Damiens, Zinedine Soualem",Based-on-19th-Century-Literature  •  Costume Horror  •  Gothic Film,7
Justice League: The New Frontier,2008,Dave Bullock,75,"David Boreanaz, Jeremy Sisto, Neil Patrick Harris",Action Thriller  •  Action  •  Drama,7
Revanche,2008,Götz Spielmann,121,"Johannes Krisch, Irina Potapenko, Andreas Lust",Crime Thriller  •  Crime  •  Film Noir,7.5
Hancock,2008,Peter Berg,92,"Will Smith, Charlize Theron, Jason Bateman",Based-on-Theatre  •  Fantasy  •  Musical,6.4
Che: Part Two,2008,Steven Soderbergh,135,"Benicio Del Toro, Carlos Bardem, Demian Bichir",Based-on-20th-Century-Literature  •  Gothic Film  •  Horror,6.8
Appaloosa,2008,Ed Harris,115,"Ed Harris, Viggo Mortensen, Jeremy Irons",Biography  •  Documentary  •  Sports and Recreation,6.7
Religulous,2008,Larry Charles,101,Bill Maher,Based-on-a-True-Story  •  Comedy Drama  •  Drama,7.6
Sunshine Cleaning,2008,Christine Jeffs,91,"Amy Adams, Emily Blunt, Alan Arkin",Culture and Society  •  Documentary  •  Politics and Government,6.8
Gomorrah,2008,Matteo Garrone,137,"Gigio Morra, Gianfelice Imparato, Marco Macor",Comedy  •  Comedy Western  •  New Hollywood,7
Seven Pounds,2008,Gabriele Muccino,123,"Will Smith, Rosario Dawson, Woody Harrelson",Comedy  •  Fairy Tales and Legends  •  Fantasy,7.6
Mesrine: Killer Instinct,2008,Jean-François Richet,113,"Roy Dupuis, Gilles Lellouche, Gérard Depardieu",Based-on-a-True-Story  •  Biopic  •  Docudrama,7.5
Yes Man,2008,Peyton Reed,104,"Jim Carrey, Zooey Deschanel, Bradley Cooper",Absurd Comedy  •  Anthology Film  •  Comedy,6.8
Lake Mungo,2008,Joel Anderson,87,"Talia Zucker, Rosie Traynor, David Pledger",Adventure  •  Based-on-20th-Century-Literature  •  Epic,6.3
The Strangers,2008,Bryan Bertino,86,"Liv Tyler, Scott Speedman, Glenn Howerton",Comedy  •  Romance  •  Romantic Comedy,6.1
The Wave,2008,Dennis Gansel,107,"Jürgen Vogel, Frederick Lau, Max Riemelt",Detective Film  •  Mystery  •  Whodunit,7.6
I've Loved You So Long,2008,Philippe Claudel,117,"Kristin Scott Thomas, Elsa Zylberstein, Serge Hazanavicius",Action  •  Action Comedy  •  Adventure Comedy,7.6
Repo! The Genetic Opera,2008,Darren Lynn Bousman,98,"Alexa PenaVega, Paul Sorvino, Anthony Head",Absurd Comedy  •  Based-on-Theatre  •  Comedy,6.4
Presto,2008,Doug Sweetland,5,Doug Sweetland,Action  •  Based-on-20th-Century-Literature  •  Horror,8.3
Be Kind Rewind,2008,Michel Gondry,101,"Jack Black, Mos Def, Danny Glover",Action  •  Dystopian Film  •  Science Fiction,6.4
21,2008,Robert Luketic,123,"Jim Sturgess, Kate Bosworth, Jacob Pitts",Comedy  •  Horror Comedy  •  Horror,6.8
Generation Kill,2008,Susanna White,420,"Alexander Skarsgård, James Ransone, Lee Tergesen",Horror  •  Mystery  •  Satire,8.4
Bolt,2008,"Byron Howard, Chris Williams",96,"John Travolta, Miley Cyrus, Susie Essman",Comedy Drama  •  Dogme 95  •  Drama,6.8
Miss Pettigrew Lives for a Day,2008,Bharat Nalluri,92,"Amy Adams, Frances McDormand, Lee Pace",Adventure Drama  •  Adventure  •  Based-on-20th-Century-Literature,7
Summer Hours,2008,Olivier Assayas,103,"Juliette Binoche, Charles Berling, Jérémie Renier",Based-on-a-True-Story  •  Biopic  •  Drama,7.1
South Park: Imaginationland,2008,Trey Parker,67,"Trey Parker, Matt Stone, Adrien Beard",Based-on-20th-Century-Literature  •  Comedy  •  Ensemble Film,8.5
Indiana Jones and the Kingdom of the Crystal Skull,2008,Steven Spielberg,122,"Harrison Ford, Cate Blanchett, John Hurt",Action  •  Adventure  •  Based-on-20th-Century-Literature,6.2
The Wackness,2008,Jonathan Levine,110,"Josh Peck, Famke Janssen, Olivia Thirlby",Black Comedy  •  Comedy Drama  •  Crime,6.9
Speed Racer,2008,The Wachowskis,135,"Emile Hirsch, Christina Ricci, Matthew Fox",Police Detective Film  •  Psychological Thriller  •  Serial Killer Film,6.1
Hamlet 2,2008,Andrew Fleming,94,"Steve Coogan, Catherine Keener, Melonie Diaz",Drama  •  Foreign Language Film  •  Italian Neorealism,6.3
Marley & Me,2008,David Frankel,115,"Owen Wilson, Jennifer Aniston, Eric Dane",Cross-Dressing / Gender-Bending  •  Drama  •  Foreign Language Film,7
The Midnight Meat Train,2008,Ryûhei Kitamura,98,"Leslie Bibb, Barbara Eve Harris, Bradley Cooper",Based-on-19th-Century-Literature  •  Costume Horror  •  Crime,6
Stargate: Continuum,2008,Martin Wood,98,"Ben Browder, Amanda Tapping, Christopher Judge",Detective Film  •  Mystery  •  Period Film,7.5
Mesrine: Public Enemy No 1,2008,Jean-François Richet,133,"Vincent Cassel, Mathieu Almaric, Ludivine Sagnier",Horror  •  Monster Film  •  Sci-Fi Horror,7.4
Choke,2008,Clark Gregg,92,"Sam Rockwell, Anjelica Huston, Kelly MacDonald",Action  •  Action Thriller  •  Drama,6.4
Harold & Kumar Escape from Guantanamo Bay,2008,"Jon Hurwitz, Hayden Schlossberg",107,"John Cho, Kal Penn, Paula Garcés",Comedy Drama  •  Comedy of Manners  •  Message Movie,5.4
The Baader Meinhof Complex,2008,Uli Edel,150,"Nadja Uhl, Martina Gedeck, Moritz Bliebtreu",Buddy Film  •  Comedy  •  Road Movie,7.3
A Christmas Tale,2008,Arnaud Desplechin,150,"Catherine Deneuve, Jean-Paul Roussillon, Anne Consigny",Based-on-Theatre  •  Drama  •  Foreign Language Film,7
Transsiberian,2008,Brad Anderson,111,"Woody Harrelson, Eduardo Noriega, Ben Kingsley",Based-on-Theatre  •  Drama  •  Foreign Language Film,6.6
Goodbye Solo,2008,Ramin Bahrani,91,"Red West, Souleymane Sy Savane, Diana Franco Galindo",Drama  •  Foreign Language Film  •  Musical Drama,7.3
Blindness,2008,Fernando Meirelles,121,"Gael García Bernal, Mark Ruffalo, Alice Braga",Comedy  •  Ghost Film  •  Haunted House Film,6.5
Futurama: The Beast with a Billion Backs,2008,Peter Avanzino,90,"Billy West, Katey Sagal, John Di Maggio",Action Thriller  •  Action  •  Adventure,7.2
Batman: Gotham Knight,2008,"Yasuhiro Aoki, Futoshi Higashide, Toshiyuki Kubooka, Hiroshi Morioka, Jong-Sik Nam, Shôjirô Nishimi, Yûichirô Hayashi",75,"Kevin Conroy, Jason Marsden, Scott Menville",Based-on-a-True-Story  •  Biopic  •  Drama,6.7
Sita Sings the Blues,2008,Nina Paley,82,"Annette Hanshaw, Aseem Chhabra, Bhavana Nagulapally",Courtroom Drama  •  Detective Film  •  Drama,7.6
Ghost Town,2008,David Koepp,102,"Ricky Gervais, Téa Leoni, Greg Kinnear",Adventure  •  Adventure Drama  •  Drama,6.7
The Duchess,2008,Saul Dibb,110,"Keira Knightley, Ralph Fiennes, Charlotte Rampling",Gothic Film  •  Horror  •  Monster Film,6.9
Australia,2008,Baz Luhrmann,165,"Nicole Kidman, Hugh Jackman, David Wenham",Apocalyptic Film  •  Comedy,6.6
Quarantine,2008,John Erick Dowdle,89,"Jennifer Carpenter, Steve Harris, Jay Hernandez",Crime Thriller  •  Crime  •  Detective Film,6
35 Shots of Rum,2008,Claire Denis,100,"Nicole Dogue, Grégoire Colin, Jean-Christophe Folly",Based-on-20th-Century-Literature  •  Drama  •  Foreign Language Film,7.1
Futurama: Bender's Game,2008,Dwayne Carey-Hill,88,"Billy West, Katey Sagal, John Di Maggio",Based-on-Shakespeare  •  Drama  •  Period Film,7.3
Pride and Glory,2008,Gavin O'Connor,130,"Edward Norton, Colin Farrell, Noah Emmerich",Based-on-20th-Century-Literature  •  Crime Drama  •  Crime,6.6
Doomsday,2008,Neil Marshall,105,"Rhona Mitra, Bob Hoskins, Adrian Lester",Chase Movie  •  Crime  •  Crime Thriller,5.9
Eagle Eye,2008,D.J. Caruso,118,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson",Adventure  •  Drama  •  Made-for-Television,6.6
Get Smart,2008,Peter Segal,110,"Steve Carell, Terence Stamp, David Koechner",Black Comedy  •  Exploitation Film  •  Horror,6.5
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,Mark Hartley,103,"Quentin Tarantino, George Lazenby, Barry Humphries",Addiction Drama  •  Drama  •  Urban Drama,7.6
Tokyo Sonata,2008,Kiyoshi Kurosawa,120,"Teruyuki Kagawa, Koji Yakusho, Kyôko Koizumi",Drama  •  Melodrama,7.5
Mamma Mia!,2008,Phyllida Lloyd,108,"Meryl Streep, Pierce Brosnan, Amanda Seyfried",Drama  •  Melodrama  •  Silent Film,6.5
Splinter,2008,Toby Wilkins,82,"Charles Baker, Jill Wagner, Paulo Costanzo",Animation  •  Cartoon  •  Comedy,6.1
"Bigger, Stronger, Faster",2008,Chris Bell,105,"Jeff Taylor, Christian Boeving, Mark ""Smelly"" Bell",Mystery  •  Period Film  •  Science Fiction,7.5
Recount,2008,Jay Roach,116,"Tom Wilkinson, John Hurt, Denis Leary",Comedy  •  Comedy of Errors  •  Slapstick,7.3
Stargate: The Ark of Truth,2008,Robert C. Cooper,97,"Ben Browder, Amanda Tapping, Christopher Judge",Adventure  •  Crime  •  Crime Thriller,7.4
The Chronicles of Narnia: Prince Caspian,2008,Andrew Adamson,150,"Ben Barnes, Peter Dinklage, Georgie Henley",Crime Drama  •  Crime  •  Drama,6.5
Chocolate,2008,Prachya Pinkaew,110,"Hiroshi Abe, JeeJa Yanin, Pongpat Wachirabunjong",Action Thriller  •  Action  •  Crime Thriller,6.9
Traitor,2008,Jeffrey Nachmanoff,114,"Don Cheadle, Guy Pearce, Saïd Taghmaoui",Action  •  Based-on-a-True-Story  •  Drama,6.9
Street Kings,2008,David Ayer,109,"Keanu Reeves, Hugh Laurie, Chris Evans",Action Comedy  •  Action  •  Comedy,6.8
Outlander,2008,Howard McCain,115,"Jim Caviezel, Sophia Myles, Jack Huston",Crime Thriller  •  Crime  •  Drama,6.2
Doctor Who: Voyage of the Damned,2008,James Strong,71,"David Tennant, Kylie Minogue, Geoffrey Palmer",Animation  •  Comedy  •  Road Movie,7.2
The Ruins,2008,Carter Smith,91,"Jena Malone, Shawn Ashmore, Laura Ramsey",Comedy  •  Musical  •  Musical Comedy,5.9
Punisher: War Zone,2008,Lexi Alexander,103,"Ray Stevenson, Dominic West, Doug Hutchinson",Action  •  Animation  •  Based-on-Comics,5.9
City of Ember,2008,Gil Kenan,90,"Tim Robbins, Bill Murray, Saoirse Ronan",Anthology Film  •  Horror  •  Supernatural Horror,6.4
Louis C.K.: Chewed Up,2008,"Louis C.K., Shannon Hartman",60,Louis C.K.,Drama  •  New Hollywood  •  Reunion Films,8.5
27 Dresses,2008,Anne Fletcher,111,"Katherine Heigl, James Marsden, Malin Akerman",Comedy  •  Female-Directed Film  •  Romance,6.1
Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,Alex Gibney,120,"Hunter S. Thompson, Johnny Depp",Biography  •  Documentary  •  Music,7.6
Death Race,2008,Paul W.S. Anderson,98,"Jason Statham, Ian McShane, Joan Allen",Action Thriller  •  Action  •  Based-on-20th-Century-Literature,6.4
The Other Boleyn Girl,2008,Justin Chadwick,115,"Natalie Portman, Eric Bana, Jim Sturgess",Based-on-a-True-Story  •  Biopic  •  Drama,6.7
The Forbidden Kingdom,2008,Rob Minkoff,104,"Crystal Liu Yi Fei, Li Bingbing, Jackie Chan",Action  •  Adventure  •  Fantasy,6.5
The Square,2008,Nash Edgerton,105,"David Roberts, Claire Van Der Boom, Joel Edgerton",Crime  •  Crime Drama  •  Crime Thriller,6.7
Horton Hears a Who,2008,Jimmy Hayward,88,"Jim Carrey, Steve Carell, Will Arnett",Adventure  •  Adventure Comedy  •  Animation,6.8
Dead Set,2008,Yann Demange,141,"Jaime Winstone, Andy Nyman, Riz Ahmed",Comedy Drama  •  Drama  •  Horror,7.6
The Poughkeepsie Tapes,2008,John Erick Dowdle,86,"Stacy Chbosky, Ben Messmer, Samantha Robson",Found Footage Film  •  Horror  •  Sadistic Horror,5.9
The Beaches of Agnes,2008,Agnès Varda,110,Agnès Varda,Biography  •  Documentary  •  Female-Directed Film,8
Vantage Point,2008,Pete Travis,90,"Dennis Quaid, Forest Whitaker, William Hurt",Hyperlink Film  •  Political Thriller  •  Thriller,6.6
The X-Files: I Want to Believe,2008,Chris Carter,104,"David Duchovny, Gillian Anderson, Amanda Peet",Based-on-Television  •  Crime  •  Horror,5.9
W.,2008,Oliver Stone,129,"Josh Brolin, James Cromwell, Elizabeth Banks",Biopic  •  Drama  •  Political Drama,6.3
BURN·E,2008,Angus MacLane,8,"Angus MacLane, Tessa Swigart, Ben Burtt",Adventure Comedy  •  Adventure  •  Animation,7.6
Jumper,2008,Doug Liman,90,"Hayden Christensen, Jamie Bell, Rachel Bilson",Action  •  Action Thriller  •  Adventure,6.1
Semi-Pro,2008,Kent Alterman,90,"Will Ferrell, Woody Harrelson, André Benjamin",Comedy  •  Period Film  •  Sports Comedy,5.8
Shine a Light,2008,Martin Scorsese,122,"Bill Clinton, Buddy Guy, Martin Scorsese",Biography  •  Concert Film  •  Documentary,7.1
The Rocker,2008,Peter Cattaneo,102,"Josh Gad, Emma Stone, Jason Sudeikis",Comedy  •  Showbiz Comedy,6.2
The Children,2008,Tom Shankland,84,"Eva Birthistle, Stephen Campbell Moore, Jeremy Sheffield",Holiday Film  •  Horror  •  Slasher Film,5.9
Robot Chicken: Star Wars Episode II,2008,Seth Green,30,"Seth Green, Abraham Benrubi, Bob Bergen",Animation  •  Comedy  •  Made-for-Television,8
The Machine Girl,2008,Noboru Iguchi,96,"Minase Yashiro, Asami, Kentarô Shimazu",Action  •  Action Comedy  •  Comedy,5.9
George Carlin . . . It's Bad for Ya!,2008,Rosco Urbisci,70,George Carlin,Comedy  •  Concert Film  •  Made-for-Television,8.4
Star Wars: The Clone Wars,2008,Dave Filoni,98,"Samuel L. Jackson, Christopher Lee, Anthony Daniels",Action  •  Adventure  •  Animation,8.4
Baby Mama,2008,Michael McCullers,86,"Greg Kinnear, Amy Poehler, Dax Shepard",Comedy  •  Odd Couple Film,6
Julia,2008,Erick Zonca,144,"Tilda Swinton, Saul Rubinek, Kate del Castillo",Crime  •  Crime Drama  •  Crime Thriller,7
Step Up 2: The Streets,2008,Jon M. Chu,98,"Robert Hoffman, Briana Evigan, Adam G. Sevani",Dance Film  •  Drama  •  Romance,6.2
Watchmen: The Motion Comic,2008,Jake Strider Hughes,324,Tom Stechschulte,Animation  •  Based-on-Comics  •  Drama,8.6
Sex Drive,2008,Sean Anders,109,"Josh Zuckerman, Amanda Crew, James Marsden",Comedy  •  Road Movie  •  Sex Comedy,6.5
The Andromeda Strain,2008,Mikael Salomon,169,"Benjamin Bratt, Erin McCormack, Christa Miller",Alien Invasion Films  •  Apocalyptic Film  •  Based-on-20th-Century-Literature,6.1
Bottle Shock,2008,Randall Miller,110,"Alan Rickman, Chris Pine, Bill Pullman",Based-on-a-True-Story  •  Comedy Drama  •  Drama,6.8
Sense & Sensibility,2008,John Alexander,180,"Hattie Morahan, Charity Wakefield, David Morrissey",Based-on-19th-Century-Literature  •  Costume Romance  •  Drama,8
Elegy,2008,Isabel Coixet,108,"Penélope Cruz, Patricia Clarkson, Ben Kingsley",Drama  •  Female-Directed Film  •  Psychological Drama,6.7
Milk,2008,Semih Kaplanoglu,102,"Melih Selcuk, Basak Köklükaya, Riza Akin",Drama  •  Foreign Language Film,7.5
The Spiderwick Chronicles,2008,Mark Waters,97,"Freddie Highmore, Mary-Louise Parker, Nick Nolte",Fantasy  •  Fantasy Adventure  •  Adventure,6.5
Transporter 3,2008,Olivier Megaton,104,"Jason Statham, Natalya Rudakova, François Berléand",Action  •  Action Thriller  •  Martial Arts,6.1
I Sell the Dead,2008,Glenn McQuaid,85,"Larry Fessenden, John Speredakos, Ron Perlman",Black Comedy  •  Costume Horror  •  Horror Comedy,6
How to Lose Friends & Alienate People,2008,Robert B. Weide,110,"Simon Pegg, Kirsten Dunst, Megan Fox",Comedy  •  Urban Comedy  •  Workplace Comedy,6.4
Tokyo Gore Police,2008,Yoshihiro Nishimura,110,"Eihi Shiina, Itsuji Itao, Yukihide Benny",Action  •  Body Horror  •  Foreign Language Film,5.9
Dance of the Dead,2008,Gregg Bishop,95,"Greyson Chadwick, Jared Kusnitz, Chandler Darby",Adventure Comedy  •  Horror  •  Horror Comedy,5.8
Inglourious Basterds,2009,Quentin Tarantino,153,"Melanie Laurent, Brad Pitt, Christoph Waltz",Action Thriller  •  Action  •  Buddy Film,8.4
Star Trek,2009,J.J. Abrams,127,"Chris Pine, Zachary Quinto, Leonard Nimoy",Adventure  •  Avant-garde / Experimental  •  Media Satire,7.9
Up,2009,"Pete Docter, Bob Peterson",96,"Bob Peterson, Delroy Lindo, Edward Asner",Crime Thriller  •  Crime  •  Horror,8.3
Moon,2009,Duncan Jones,97,"Sam Rockwell, Kevin Spacey, Dominique McElligott",Dystopian Film  •  Horror  •  Monster Film,7.8
District 9,2009,Neill Blomkamp,112,"Vanessa Haywood, Sharlto Copley, David James",Drama  •  Family Drama  •  Foreign Language Film,7.9
The Hangover,2009,Todd Phillips,96,"Ed Helms, Zach Galifianakis, Justin Bartha",Crime Thriller  •  Crime  •  Media Satire,7.7
Zombieland,2009,Ruben Fleischer,80,"Jesse Eisenberg, Woody Harrelson, Emma Stone",Action  •  Action Thriller  •  Crime,7.5
